wl,PAL.LeafLitter.1,PAL.LeafLitter.2,PAL.LeafLitter,PAL.LeafLitter,PAL.trunk.1,PAL.trunk.2,PAL.trunk,PAL.trunk,PAL.GreenLeaf,PAL.GreenLeaf,SAN.GreenLeaf,SAN.GreenLeaf,SAN.trunk,SAN.trunk,SAN.trunk,SAN.trunk,SAN.LeafLitter,SAN.LeafLitter,SAN.LeafLitter,SAN.LeafLitter,SAN.LeafLitter,SAN.LeafLitter,DAM.trunk,DAM.trunk,DAM.trunk,DAM.trunk,DAM.GreenLeaf,DAM.GreenLeaf,DAM.LeafLitter,DAM.LeafLitter,DAM.LeafLitter,DAM.LeafLitter,DAM.LeafLitter,ESQ.LeafLitter,ESQ.LeafLitter,ESQ.LeafLitter,ESQ.LeafLitter,ESQ.GreenLeaf,ESQ.GreenLeaf,ESQ.GreenLeaf,ESQ.GreenLeaf,ESQ.trunk,ESQ.trunk,ESQ.trunk,ESQ.trunk
726.371,42.89,26.69,8.33,10.3,29.64,30.21,34,27.2,54.03,30.04,84.157,53.358,7.63,7.63,56.05,11.36,31.863,36.999,18.5,20.66,14.529,15.49,14.33,13.824,57.82,25.944,68.165,44.954,23.55,9.5,13.12,27.62,31.11,27.98,24.54,63.08,31.91,34.92,29.7,34.71,42.12,19.18,18.71,3.01,14.28
726.82,42.92,26.75,8.37,10.41,29.71,30.29,34,27.36,54.45,30.3,84.52,54.135,7.73,7.73,56.38,11.45,32.014,37.24,18.64,20.72,14.649,15.566,14.44,13.84,58.31,26.034,69.246,45.482,23.69,9.58,13.23,27.76,31.27,28.17,24.7,63.05,32.03,35.13,29.89,34.74,42.3,19.25,18.82,3.04,14.46
727.268,42.88,26.81,8.38,10.55,29.74,30.39,33.97,27.43,54.87,30.41,84.913,54.963,7.81,7.81,56.62,11.52,32.071,37.386,18.66,20.81,14.681,15.665,14.43,13.781,58.82,26.09,69.776,45.945,23.71,9.59,13.28,27.83,31.3,28.26,24.78,63.21,32.18,35.27,30.01,34.92,42.54,19.31,18.84,3.16,14.55
727.717,42.85,26.7,8.4,10.63,29.83,30.41,34.03,27.54,55.38,30.57,85.367,55.421,7.89,7.89,56.75,11.58,32.184,37.597,18.64,20.9,14.724,15.716,14.38,13.663,59.29,26.175,70.44,46.316,23.79,9.65,13.31,27.96,31.41,28.28,24.88,63.15,32.33,35.3,30.13,34.96,42.72,19.4,18.88,3.26,14.7
728.165,42.88,26.78,8.48,10.72,29.91,30.45,34.08,27.7,55.88,30.75,85.885,55.976,7.99,7.99,57.03,11.69,32.424,37.924,18.61,20.94,14.821,15.923,14.35,13.711,59.72,26.288,71.434,46.507,23.91,9.69,13.37,28.13,31.68,28.5,25,63.35,32.56,35.5,30.29,35.05,43.03,19.43,18.95,3.38,14.86
728.614,42.9,26.77,8.51,10.78,29.88,30.53,34.06,27.76,56.32,30.92,86.268,56.544,8.06,8.06,57.27,11.72,32.585,37.97,18.64,20.91,14.92,16.061,14.34,13.673,60.05,26.325,71.943,46.92,23.91,9.68,13.38,28.23,31.88,28.57,25.02,63.34,32.63,35.68,30.35,35.08,43.16,19.38,18.87,3.44,14.89
729.062,42.9,26.73,8.49,10.85,29.88,30.55,33.99,27.88,56.62,31.13,86.409,57.011,8.15,8.15,57.47,11.77,32.82,38.091,18.68,21.03,15.042,16.134,14.39,13.677,60.35,26.414,72.617,47.632,23.94,9.68,13.38,28.51,32.1,28.8,25.13,63.37,32.81,35.89,30.51,35.19,43.33,19.37,18.9,3.48,14.92
729.511,42.95,26.73,8.49,10.95,29.87,30.57,33.95,27.96,56.86,31.35,86.761,57.443,8.25,8.25,57.67,11.86,32.959,38.216,18.68,21.12,15.087,16.151,14.39,13.68,60.64,26.587,73.205,48.089,24,9.74,13.38,28.67,32.29,28.96,25.33,63.58,33.06,36.24,30.83,35.63,43.68,19.36,18.91,3.53,14.98
729.959,42.98,26.73,8.49,11.09,29.92,30.56,34.01,28.09,57.07,31.55,87.156,58.11,8.34,8.34,57.91,11.93,33.055,38.209,18.73,21.17,15.171,16.228,14.37,13.75,60.89,26.735,73.808,48.589,24.07,9.74,13.42,28.81,32.48,29.13,25.51,63.9,33.31,36.57,31.1,35.96,44.08,19.46,18.87,3.56,15.05
730.408,42.91,26.73,8.49,11.2,29.93,30.52,34.04,28.19,57.3,31.67,87.407,58.43,8.37,8.37,58.08,11.94,33.176,38.33,18.72,21.25,15.308,16.274,14.32,13.755,61.11,26.817,74.348,49.196,24.04,9.75,13.45,28.85,32.54,29.24,25.69,64,33.44,36.81,31.17,36.14,44.25,19.51,18.82,3.6,15.06
730.856,42.94,26.75,8.51,11.21,29.95,30.55,34.04,28.31,57.48,31.79,87.818,58.815,8.42,8.42,58.16,11.96,33.31,38.487,18.82,21.45,15.389,16.325,14.3,13.767,61.32,26.878,74.756,49.619,24,9.77,13.44,29,32.73,29.19,25.77,64.05,33.45,36.91,31.17,36.18,44.35,19.58,18.82,3.68,15.04
731.304,42.96,26.76,8.53,11.25,29.99,30.59,34.03,28.46,57.87,32.01,88.388,59.441,8.46,8.46,58.33,12.01,33.392,38.584,18.96,21.5,15.397,16.385,14.39,13.739,61.7,26.946,75.124,50.01,24.05,9.78,13.49,29.18,32.86,29.2,25.82,64.2,33.49,36.9,31.18,36.31,44.24,19.66,18.92,3.65,15
731.753,42.93,26.82,8.52,11.33,30.07,30.58,34.08,28.55,58.11,32.13,88.724,59.731,8.5,8.5,58.38,12,33.435,38.579,18.91,21.55,15.429,16.413,14.32,13.729,61.89,27.003,75.243,50.478,23.98,9.76,13.49,29.28,33.05,29.22,25.85,64.4,33.58,36.95,31.16,36.51,44.33,19.74,18.91,3.61,14.96
732.201,43.01,26.88,8.5,11.38,30.15,30.69,34.17,28.65,58.32,32.29,88.728,60.011,8.53,8.53,58.42,12.03,33.607,38.744,18.97,21.65,15.415,16.429,14.3,13.776,62.02,27.098,75.794,50.942,24,9.76,13.52,29.43,33.22,29.29,25.86,64.52,33.72,37.11,31.24,36.58,44.51,19.79,18.99,3.57,14.91
732.649,43.07,26.96,8.53,11.41,30.26,30.74,34.13,28.67,58.38,32.36,89.113,60.366,8.56,8.56,58.68,12.05,33.66,38.735,19.11,21.7,15.396,16.429,14.43,13.81,62.16,27.198,76.134,51.269,24.05,9.75,13.47,29.59,33.35,29.5,25.92,64.88,33.96,37.29,31.36,36.82,44.66,19.81,19.03,3.57,14.88
733.097,43.18,26.97,8.54,11.48,30.31,30.73,34.23,28.67,58.45,32.42,89.254,60.807,8.57,8.57,58.67,12.07,33.609,38.664,19.1,21.68,15.371,16.313,14.49,13.846,62.32,27.202,76.532,51.986,24.01,9.69,13.48,29.71,33.37,29.51,25.93,65.08,34.05,37.42,31.45,37.11,44.77,19.88,18.95,3.57,14.87
733.546,43.21,27.05,8.53,11.53,30.38,30.72,34.29,28.72,58.51,32.53,89.646,61.284,8.57,8.57,58.75,12.09,33.627,38.713,19.17,21.9,15.396,16.252,14.53,13.924,62.54,27.284,76.749,52.552,24.02,9.73,13.53,29.84,33.38,29.51,25.84,65.32,34.16,37.49,31.43,37.2,44.78,20.04,19.04,3.53,14.92
733.994,43.31,27.24,8.6,11.55,30.51,30.79,34.41,28.75,58.71,32.54,89.954,61.586,8.59,8.59,58.78,12.14,33.584,38.784,19.3,22.01,15.419,16.202,14.58,13.997,62.68,27.348,77.079,52.777,24.04,9.73,13.58,29.85,33.45,29.39,25.79,65.42,34.2,37.49,31.44,37.25,44.71,20.13,19.05,3.5,14.95
734.442,43.35,27.35,8.64,11.58,30.62,30.83,34.53,28.84,58.97,32.51,90.139,62.05,8.64,8.64,58.87,12.12,33.502,38.788,19.41,22.02,15.431,16.18,14.56,14.009,62.89,27.335,77.307,52.979,24.07,9.7,13.57,29.84,33.49,29.4,25.71,65.57,34.21,37.47,31.37,37.12,44.72,20.15,19.12,3.47,15
734.89,43.35,27.47,8.67,11.57,30.61,30.89,34.61,28.83,59.23,32.5,90.404,62.467,8.69,8.69,58.96,12.18,33.555,38.843,19.48,22.11,15.425,16.126,14.54,14.012,63.17,27.333,77.739,53.451,24.09,9.72,13.55,29.9,33.56,29.39,25.68,65.71,34.26,37.43,31.3,37.08,44.66,20.11,19.1,3.42,15
735.338,43.45,27.63,8.73,11.6,30.72,30.99,34.72,28.93,59.48,32.57,90.643,62.887,8.73,8.73,59.06,12.29,33.645,38.911,19.59,22.13,15.382,16.119,14.58,14.009,63.3,27.438,78.149,53.774,24.19,9.79,13.54,30,33.66,29.37,25.64,65.77,34.37,37.45,31.37,37.11,44.75,20.18,19.2,3.4,15.02
735.786,43.61,27.7,8.77,11.67,30.83,30.98,34.89,29.02,59.71,32.65,90.754,63.282,8.78,8.78,59.26,12.4,33.715,38.952,19.64,22.12,15.339,16.076,14.54,14.039,63.52,27.56,78.517,54.137,24.27,9.81,13.6,29.99,33.56,29.51,25.6,65.88,34.51,37.53,31.55,37.21,44.89,20.24,19.29,3.38,15.02
736.234,43.68,27.85,8.82,11.72,30.96,31,34.99,29.08,59.84,32.71,90.979,63.363,8.84,8.84,59.32,12.42,33.698,38.957,19.64,22.15,15.374,16.097,14.46,14.085,63.62,27.615,78.889,54.562,24.31,9.88,13.63,30.04,33.6,29.48,25.63,66.04,34.7,37.68,31.64,37.29,45,20.21,19.29,3.42,15.12
736.682,43.75,27.95,8.84,11.7,31.02,31.03,35.13,29.08,60,32.69,91.202,63.768,8.86,8.86,59.4,12.49,33.639,38.943,19.58,22.16,15.369,16.136,14.46,14.07,63.67,27.683,79.03,54.918,24.37,9.9,13.61,30.03,33.52,29.49,25.62,66.22,34.81,37.75,31.64,37.23,45.08,20.23,19.34,3.46,15.14
737.13,43.85,28.01,8.88,11.72,31.09,31,35.25,29.14,60.06,32.67,91.71,63.914,8.83,8.83,59.43,12.5,33.549,38.986,19.6,22.26,15.421,16.135,14.48,14.038,63.87,27.667,79.327,55.218,24.41,9.92,13.61,30.03,33.44,29.54,25.71,66.45,34.91,37.78,31.6,37.35,45.11,20.3,19.34,3.44,15.25
737.578,43.96,28.17,8.92,11.72,31.13,30.99,35.41,29.24,60.25,32.74,91.815,64.091,8.83,8.83,59.43,12.56,33.516,39.03,19.62,22.36,15.493,16.169,14.4,14.114,64.02,27.691,79.617,55.635,24.39,9.92,13.66,29.99,33.48,29.5,25.81,66.85,35.01,37.92,31.63,37.46,45.19,20.27,19.26,3.4,15.36
738.026,44.02,28.37,8.97,11.77,31.3,31.09,35.51,29.32,60.39,32.71,91.801,64.103,8.82,8.82,59.48,12.56,33.438,39.069,19.7,22.43,15.468,16.203,14.36,14.063,64.14,27.819,79.839,55.722,24.42,9.99,13.67,29.95,33.37,29.6,25.95,67.17,35.19,38.03,31.63,37.55,45.23,20.31,19.36,3.41,15.43
738.474,44.21,28.49,9.01,11.74,31.47,31.19,35.71,29.37,60.54,32.69,91.851,64.076,8.83,8.83,59.58,12.62,33.428,39.204,19.73,22.41,15.416,16.19,14.3,13.983,64.32,27.848,80.352,55.904,24.49,10.04,13.68,29.79,33.18,29.67,26.11,67.28,35.24,38.08,31.78,37.73,45.42,20.28,19.35,3.41,15.5
738.922,44.39,28.6,9.05,11.76,31.6,31.24,35.96,29.39,60.6,32.71,92.038,64.161,8.84,8.84,59.66,12.65,33.419,39.177,19.74,22.4,15.363,16.206,14.3,14.028,64.47,27.931,80.569,56.196,24.57,10.1,13.68,29.75,32.97,29.56,26.15,67.26,35.2,38.07,31.78,37.68,45.36,20.28,19.38,3.41,15.54
739.37,44.52,28.7,9.13,11.75,31.76,31.3,36.14,29.37,60.53,32.64,92.672,64.197,8.81,8.81,59.68,12.7,33.355,39.118,19.71,22.38,15.391,16.171,14.32,14.065,64.47,27.944,80.829,56.552,24.53,10.17,13.72,29.6,32.7,29.61,26.18,67.28,35.28,37.97,31.77,37.68,45.27,20.25,19.32,3.41,15.55
739.818,44.76,28.85,9.19,11.74,31.93,31.39,36.3,29.45,60.52,32.62,92.791,64.207,8.82,8.82,59.77,12.7,33.287,39.217,19.75,22.51,15.379,16.208,14.3,14,64.59,27.923,80.737,56.731,24.63,10.23,13.79,29.56,32.39,29.59,26.14,67.22,35.35,38.03,31.8,37.79,45.23,20.34,19.43,3.41,15.6
740.266,44.91,28.95,9.19,11.72,32.03,31.43,36.39,29.44,60.54,32.5,92.998,64.437,8.82,8.82,59.77,12.65,33.09,39.161,19.77,22.57,15.372,16.169,14.34,14.071,64.7,27.876,80.953,56.904,24.59,10.22,13.81,29.41,32.19,29.56,26.12,67.42,35.4,38.02,31.66,37.66,45.06,20.32,19.52,3.42,15.64
740.713,45.05,29.15,9.25,11.71,32.19,31.51,36.54,29.45,60.59,32.46,93.289,64.544,8.83,8.83,59.75,12.6,32.935,39.115,19.81,22.66,15.334,16.12,14.33,14.099,64.83,27.882,80.914,56.965,24.66,10.26,13.81,29.35,32.12,29.58,26.25,67.81,35.55,38.1,31.51,37.79,45.1,20.29,19.53,3.38,15.82
741.161,45.25,29.27,9.29,11.68,32.32,31.61,36.72,29.41,60.61,32.35,93.436,64.916,8.81,8.81,59.95,12.63,32.927,39.149,19.82,22.72,15.305,16.103,14.3,14.078,64.9,27.772,81.007,57.106,24.74,10.26,13.84,29.28,31.92,29.71,26.44,68.05,35.74,38.14,31.49,37.99,45.23,20.31,19.5,3.32,15.95
741.609,45.48,29.33,9.37,11.65,32.48,31.69,36.85,29.38,60.51,32.3,93.735,64.966,8.78,8.78,60.08,12.62,32.921,39.158,20.02,22.79,15.27,16.023,14.34,14.109,64.92,27.708,81.317,57.169,24.71,10.27,13.86,29.2,31.79,29.73,26.49,68.09,35.88,38.05,31.52,38.03,45.06,20.35,19.59,3.3,16.01
742.057,45.62,29.5,9.47,11.62,32.69,31.85,37.06,29.33,60.55,32.25,93.865,65.301,8.8,8.8,60.27,12.65,32.903,39.111,20.13,22.76,15.251,15.997,14.37,14.103,64.95,27.747,81.569,57.225,24.71,10.31,13.93,29.1,31.62,29.77,26.58,68.11,35.96,38.04,31.6,38.01,44.96,20.29,19.58,3.3,16.08
742.504,45.74,29.61,9.52,11.61,32.88,31.95,37.28,29.26,60.55,32.16,94.224,65.521,8.83,8.83,60.44,12.72,32.842,39.073,20.24,22.78,15.236,16.009,14.41,14.099,65.1,27.738,81.62,57.415,24.81,10.37,14,28.99,31.37,29.76,26.52,67.75,35.93,37.96,31.5,37.91,44.68,20.24,19.65,3.31,16.09
742.952,45.88,29.72,9.56,11.55,33.01,32.06,37.47,29.23,60.56,32.1,94.644,65.5,8.84,8.84,60.54,12.79,32.891,38.927,20.32,22.87,15.251,15.977,14.46,14.218,65.27,27.694,81.616,57.562,24.89,10.41,13.96,28.83,31.24,29.55,26.39,67.52,35.84,37.67,31.39,37.59,44.48,20.24,19.63,3.22,16.02
743.399,46,29.82,9.65,11.56,33.08,32.12,37.65,29.24,60.61,32.07,94.773,65.742,8.86,8.86,60.68,12.81,32.881,38.829,20.43,22.92,15.239,15.981,14.46,14.329,65.28,27.707,81.525,57.587,24.89,10.38,13.96,28.82,31.21,29.58,26.38,67.64,36,37.59,31.3,37.46,44.29,20.2,19.61,3.19,16
743.847,46.12,29.9,9.68,11.54,33.12,32.25,37.69,29.29,60.73,32.1,95.076,66.012,8.88,8.88,60.82,12.84,32.882,38.802,20.57,22.97,15.236,15.987,14.49,14.319,65.45,27.667,81.681,57.738,24.91,10.4,14.02,28.78,31.16,29.74,26.52,67.86,36.25,37.65,31.34,37.54,44.33,20.14,19.68,3.21,16.09
744.295,46.26,30.05,9.68,11.56,33.24,32.38,37.86,29.29,60.88,32.12,95.044,66.278,8.88,8.88,60.89,12.92,32.871,38.849,20.65,23.11,15.213,15.944,14.47,14.318,65.71,27.648,81.812,58.03,24.94,10.38,14,28.81,31.12,29.65,26.63,68.04,36.35,37.74,31.32,37.55,44.36,20.21,19.86,3.25,16.18
744.742,46.29,30.11,9.68,11.55,33.35,32.45,38.05,29.3,60.84,32.04,95.156,66.603,8.83,8.83,60.94,12.97,32.889,38.828,20.63,23.08,15.209,15.909,14.52,14.414,65.69,27.659,82.224,58.179,24.84,10.32,13.87,28.72,31.16,29.68,26.63,68.11,36.37,37.61,31.22,37.45,44.51,20.14,19.79,3.28,16.21
745.19,46.37,30.17,9.77,11.56,33.39,32.55,38.2,29.25,60.84,32.07,95.408,66.721,8.86,8.86,61.14,13.07,32.981,38.82,20.79,23.13,15.177,15.93,14.46,14.372,65.8,27.62,82.18,58.414,24.89,10.32,13.9,28.82,31.16,29.7,26.81,68.23,36.45,37.67,31.29,37.53,44.66,20.2,19.73,3.27,16.27
745.637,46.37,30.18,9.78,11.53,33.33,32.56,38.3,29.17,60.84,32.01,95.511,66.794,8.89,8.89,61.33,13.16,33.051,38.768,20.81,23.13,15.206,15.958,14.55,14.36,65.86,27.518,82.111,58.717,24.94,10.34,13.92,28.87,31.09,29.68,26.82,68.05,36.56,37.61,31.32,37.31,44.54,20.28,19.79,3.31,16.21
746.085,46.34,30.21,9.8,11.55,33.33,32.61,38.3,29.24,60.93,32.02,95.659,66.795,8.94,8.94,61.32,13.27,32.97,38.798,20.93,23.27,15.248,15.925,14.65,14.43,66.03,27.607,82.313,58.976,24.91,10.33,13.9,28.74,30.93,29.57,26.73,67.8,36.51,37.65,31.41,37.18,44.6,20.26,19.87,3.3,16.14
746.532,46.27,30.28,9.83,11.61,33.32,32.63,38.32,29.34,61.14,32.06,95.689,66.639,9.03,9.03,61.46,13.31,33.008,38.856,20.99,23.45,15.258,15.923,14.69,14.479,66.22,27.755,82.403,59.024,25.03,10.35,13.89,28.8,30.78,29.44,26.63,67.45,36.53,37.67,31.5,37.12,44.7,20.23,19.79,3.24,16.08
746.979,46.25,30.32,9.81,11.65,33.18,32.61,38.35,29.41,61.28,32.14,95.738,66.667,9.06,9.06,61.59,13.33,33.049,38.873,21.03,23.5,15.231,15.885,14.71,14.508,66.35,27.74,82.359,59.488,25.07,10.41,13.91,28.9,30.78,29.26,26.44,67.16,36.5,37.51,31.45,36.94,44.55,20.19,19.84,3.25,16.01
747.427,46.18,30.34,9.77,11.68,33.08,32.63,38.27,29.47,61.38,32.26,95.511,66.796,9.09,9.09,61.7,13.38,33.204,38.962,21.09,23.61,15.262,15.882,14.71,14.543,66.44,27.697,82.506,59.685,25.09,10.45,13.91,29.07,30.9,29.27,26.5,67.16,36.52,37.5,31.44,36.91,44.67,20.37,19.92,3.25,16.08
747.874,46.17,30.25,9.74,11.79,32.99,32.6,38.21,29.61,61.52,32.44,95.547,67.021,9.17,9.17,61.92,13.42,33.302,39.165,21.18,23.72,15.269,15.874,14.71,14.475,66.5,27.752,82.681,60.04,25.14,10.49,14.04,29.36,31.13,29.4,26.59,67.23,36.7,37.76,31.59,37.12,44.9,20.31,19.93,3.32,16.15
748.321,46.09,30.22,9.72,11.89,33,32.65,38.06,29.7,61.6,32.56,95.79,67.114,9.23,9.23,62,13.44,33.458,39.284,21.1,23.83,15.37,15.897,14.79,14.401,66.7,27.846,82.977,60.37,25.12,10.51,14.04,29.5,31.25,29.38,26.68,67.41,36.92,37.87,31.76,37.24,45.14,20.34,19.94,3.37,16.17
748.769,45.98,30.18,9.7,11.97,33,32.69,38.01,29.73,61.65,32.71,95.729,67.394,9.32,9.32,62.13,13.54,33.538,39.408,21.08,23.89,15.474,15.94,14.71,14.33,66.82,27.858,83.063,60.568,25.15,10.54,14.06,29.67,31.48,29.43,26.75,67.72,37.05,37.96,31.83,37.42,45.33,20.48,19.94,3.39,16.16
749.216,45.85,30.13,9.71,12.02,32.96,32.65,37.98,29.78,61.71,32.81,95.512,67.46,9.38,9.38,62.32,13.53,33.627,39.41,21.09,23.96,15.49,15.971,14.77,14.368,66.78,27.993,83.285,60.561,25.15,10.59,14.16,29.96,31.68,29.61,26.84,67.92,37.29,38.13,31.92,37.54,45.46,20.51,19.97,3.4,16.19
749.663,45.88,30.1,9.74,12.07,33.01,32.76,37.93,29.78,61.86,32.93,95.592,67.388,9.51,9.51,62.4,13.55,33.702,39.402,21.23,24.01,15.504,15.966,14.73,14.318,66.96,28.163,83.399,60.693,25.22,10.65,14.27,30.06,31.79,29.67,26.9,68.03,37.45,38.24,32.01,37.61,45.51,20.59,19.98,3.45,16.22
750.11,45.98,30.13,9.72,12.15,33.12,32.89,38.06,29.9,61.95,33.05,95.545,67.501,9.58,9.58,62.54,13.62,33.785,39.51,21.26,24.06,15.597,15.981,14.76,14.384,67.17,28.335,83.736,60.752,25.23,10.71,14.29,30.16,31.82,29.64,26.83,68.02,37.6,38.2,32.11,37.65,45.56,20.59,19.96,3.45,16.17
750.557,46.12,30.21,9.74,12.26,33.27,33.11,38.1,30.09,62.08,33.13,95.507,67.643,9.61,9.61,62.52,13.64,33.798,39.582,21.38,24.17,15.72,16.008,14.82,14.441,67.28,28.547,84.315,60.752,25.29,10.76,14.31,30.17,31.88,29.68,26.88,68.19,37.67,38.27,32.2,37.74,45.58,20.63,20,3.41,16.19
751.004,46.3,30.26,9.81,12.27,33.36,33.29,38.28,30.13,62.05,33.18,95.524,67.75,9.67,9.67,62.65,13.67,33.918,39.641,21.44,24.16,15.725,16.054,14.81,14.416,67.26,28.619,84.386,60.663,25.33,10.78,14.33,30.41,32.09,29.71,26.95,68.34,37.8,38.24,32.11,37.76,45.6,20.63,19.93,3.46,16.23
751.452,46.42,30.34,9.82,12.32,33.44,33.49,38.42,30.16,62.01,33.21,95.554,68.015,9.67,9.67,62.77,13.7,33.929,39.596,21.5,24.16,15.794,16.091,14.81,14.409,67.31,28.627,84.39,60.986,25.28,10.8,14.33,30.54,32.23,29.71,27.06,68.67,37.91,38.37,32.03,37.86,45.71,20.61,19.9,3.49,16.31
751.899,46.51,30.4,9.83,12.37,33.54,33.56,38.47,30.23,61.99,33.17,95.581,68.166,9.74,9.74,62.89,13.74,33.972,39.692,21.51,24.22,15.851,16.182,14.85,14.466,67.29,28.727,84.329,60.909,25.28,10.81,14.3,30.64,32.41,29.77,27.17,69.02,38.1,38.64,32.12,38.03,45.91,20.7,19.99,3.47,16.42
752.346,46.64,30.45,9.91,12.39,33.67,33.68,38.54,30.3,61.94,33.17,95.712,68.268,9.81,9.81,62.91,13.75,33.97,39.708,21.58,24.3,15.895,16.184,14.9,14.483,67.23,28.863,84.594,60.857,25.28,10.82,14.31,30.62,32.4,29.8,27.22,69.3,38.35,38.76,32.33,38.13,46.21,20.67,19.97,3.49,16.47
752.793,46.73,30.6,9.95,12.38,33.74,33.79,38.53,30.29,61.88,33.04,95.846,68.511,9.85,9.85,62.99,13.74,33.928,39.644,21.64,24.36,15.956,16.242,14.93,14.536,67.3,28.876,84.849,61.098,25.26,10.8,14.29,30.51,32.34,29.71,27.21,69.22,38.33,38.73,32.3,38.05,46.14,20.72,20.04,3.48,16.48
753.24,46.74,30.61,9.94,12.37,33.7,33.83,38.63,30.29,62.02,33,95.845,68.839,9.92,9.92,63.09,13.89,33.826,39.689,21.76,24.36,15.989,16.269,14.85,14.58,67.38,28.979,84.953,61.129,25.34,10.85,14.37,30.49,32.38,29.61,27.16,68.75,38.09,38.7,32.26,37.89,46.09,20.76,20.15,3.45,16.48
753.687,46.75,30.57,9.88,12.39,33.59,33.75,38.5,30.33,61.99,32.9,95.984,68.733,9.97,9.97,63.32,13.96,33.88,39.805,21.76,24.5,16.015,16.271,14.84,14.682,67.38,29.049,85.138,60.979,25.38,10.86,14.38,30.48,32.32,29.58,26.94,68.07,37.96,38.67,32.28,37.68,46.05,20.73,20.1,3.41,16.4
754.134,46.81,30.53,9.87,12.49,33.57,33.86,38.3,30.52,62.18,33.04,96.225,68.822,10.09,10.09,63.6,14.1,34.09,40.021,21.84,24.54,16.098,16.38,14.85,14.646,67.58,29.107,85.268,61.277,25.53,10.88,14.38,30.5,32.5,29.46,26.79,67.6,37.75,38.61,32.26,37.61,45.96,20.75,20.09,3.41,16.3
754.581,46.79,30.5,9.82,12.57,33.52,33.87,38.16,30.78,62.43,33.17,96.449,69.011,10.12,10.12,63.89,14.17,34.171,40.221,21.75,24.65,16.205,16.478,14.9,14.65,67.7,29.212,85.389,61.623,25.59,10.88,14.44,30.6,32.66,29.39,26.85,67.47,37.65,38.53,32.3,37.58,45.83,20.76,20.11,3.41,16.26
755.027,46.67,30.47,9.75,12.59,33.4,33.8,37.91,30.92,62.44,33.19,96.372,69.261,10.18,10.18,64.07,14.2,34.189,40.314,21.68,24.75,16.269,16.614,14.99,14.69,67.72,29.214,85.451,61.92,25.58,10.82,14.48,30.76,32.99,29.53,26.94,67.64,37.56,38.66,32.37,37.69,45.85,20.8,20.13,3.45,16.33
755.474,46.57,30.47,9.73,12.65,33.4,33.72,37.77,31.01,62.5,33.28,96.456,69.547,10.31,10.31,64.42,14.3,34.341,40.508,21.59,24.82,16.317,16.725,14.93,14.676,67.75,29.329,85.385,62.152,25.55,10.8,14.54,31.09,33.38,29.65,27.04,67.81,37.64,38.89,32.45,37.99,46.09,20.77,20.12,3.53,16.38
755.921,46.48,30.51,9.71,12.77,33.43,33.65,37.61,31.18,62.57,33.34,96.429,69.715,10.41,10.41,64.61,14.33,34.541,40.625,21.61,24.93,16.516,16.829,14.93,14.593,67.88,29.515,85.608,62.274,25.52,10.81,14.61,31.32,33.69,29.93,27.22,68.15,37.79,39.12,32.71,38.29,46.35,20.86,20.24,3.61,16.45
756.368,46.4,30.5,9.68,12.84,33.41,33.59,37.5,31.31,62.67,33.44,96.453,69.925,10.5,10.5,64.76,14.41,34.776,40.865,21.57,24.99,16.594,16.881,14.99,14.552,68,29.679,85.915,62.405,25.55,10.84,14.69,31.5,33.98,30.15,27.29,68.36,37.9,39.31,33.05,38.52,46.62,20.91,20.32,3.7,16.48
756.815,46.49,30.51,9.66,12.89,33.45,33.67,37.41,31.42,62.78,33.56,96.409,69.945,10.57,10.57,64.91,14.49,34.936,40.885,21.56,25.07,16.727,16.965,15.03,14.501,68.1,29.874,86.267,62.415,25.57,10.86,14.75,31.66,34.17,30.27,27.31,68.31,37.88,39.4,33.13,38.59,46.74,20.92,20.3,3.77,16.38
757.261,46.55,30.52,9.68,13,33.48,33.67,37.41,31.54,62.84,33.57,96.333,70.174,10.58,10.58,65.11,14.51,35.044,41.033,21.55,25.1,16.84,17.029,15.01,14.502,68.3,30.075,86.399,62.559,25.55,10.81,14.81,31.83,34.45,30.33,27.33,68.02,37.74,39.39,33.14,38.62,46.78,20.99,20.33,3.88,16.33
757.708,46.53,30.46,9.66,13.07,33.51,33.69,37.43,31.64,62.94,33.6,96.254,70.179,10.6,10.6,65.35,14.56,35.226,41.26,21.56,25.17,16.962,17.129,15.02,14.506,68.42,30.235,86.409,62.34,25.48,10.81,14.8,32.02,34.77,30.39,27.3,67.85,37.69,39.36,33.19,38.55,46.88,21.03,20.28,3.96,16.29
758.155,46.61,30.57,9.7,13.14,33.63,33.74,37.38,31.85,62.94,33.61,96.244,69.959,10.64,10.64,65.58,14.54,35.404,41.373,21.57,25.33,17.066,17.272,15.16,14.591,68.44,30.398,86.567,62.162,25.52,10.81,14.81,32.23,35.11,30.53,27.41,68.03,37.64,39.35,33.23,38.58,46.86,21.04,20.24,4.04,16.35
758.601,46.73,30.71,9.76,13.17,33.79,33.83,37.49,31.99,63.12,33.59,96.087,70.182,10.7,10.7,65.74,14.51,35.442,41.479,21.61,25.28,17.222,17.466,15.25,14.581,68.59,30.551,86.529,62.335,25.48,10.78,14.81,32.39,35.43,30.63,27.61,68.49,37.67,39.34,33.2,38.66,46.98,21.13,20.39,4.11,16.34
